country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,fuzz_socre1,fuzz_socre2
united states,Lakeland Bancorp,Lakeland Bancorp Inc,USD,LBAI,equity,US5116371007,LAKELAND BANCORP INC,100,89
united states,Lakeland Industries,Lakeland Industries Inc,USD,LAKE,equity,US5117951062,LAKELAND INDUSTRIES INC,100,90
switzerland,Lalique,Lalique Group SA,CHF,LLQ,equity,CH0033813293,LALIQUE GROUP SAA,97,58
united states,Lam Research,Lam Research Corp,USD,LRCX,equity,US5128071082,LAM RESEARCH CORP,100,83
hong kong,Lam Soon Hong Kong,Lam Soon Hong Kong Ltd,HKD,0411,equity,HK0411006957,LAM SOON HONG KONG,90,100
united states,Lamb Weston Holdings,Lamb Weston Holdings Inc,USD,LW,equity,US5132721045,LAMB WESTON HOLDINGS INC,100,91
united kingdom,Lamprell,Lamprell Plc,GBP,LAM,equity,GB00B1CL5249,LAMPRELL PLC,100,80
germany,Lancashire,Lancashire Holdings Ltd,EUR,LRE,equity,BMG5361W1047,LANCASHIRE HOLDINGS LTD,100,61
united kingdom,Land Securities,Land Securities Group PLC,GBP,LAND,equity,GB00BYW0PQ60,LAND SECURITIES GROUP PLC,100,75
china,Lander Sports Development,Lander Sports Development Co Ltd,CNY,000558,equity,CNE0000003V2,LANDER SPORTS DEVELOPMENT -A,88,96
united states,Landmark,Landmark Bancorp Inc,USD,LARK,equity,US51504L1070,LANDMARK BANCORP INC,100,57
united states,Landstar,Landstar System Inc,USD,LSTR,equity,US5150981018,LANDSTAR SYSTEM INC,100,59
united states,Lantheus Holdings Inc,Lantheus Holdings Inc,USD,LNTH,equity,US5165441032,LANTHEUS HOLDINGS INC,100,100
united states,Lantronix,Lantronix Inc,USD,LTRX,equity,US5165482036,LANTRONIX INC,100,82
china,Lanzhou LS Heavy Equipment,Lanzhou LS Heavy Equipment Co,CNY,603169,equity,CNE100001T31,LANZHOU LS HEAVY EQUIPMENT-A,95,96
china,Lao Feng Xiang A,Lao Feng Xiang Co Ltd A,CNY,600612,equity,CNE000000537,LAO FENG XIANG CO LTD-A,100,82
japan,Laox,Laox Co Ltd,JPY,8202,equity,JP3967000005,LAOX CO LTD,100,53
canada,Lara Exploration,Lara Exploration Ltd.,CAD,LRA,equity,CA5166831092,LARA EXPLORATION LTD,100,89
mexico,Las Vegas Sands,Las Vegas Sands Corp,MXN,LVS,equity,US5178341070,LAS VEGAS SANDS CORP,100,86
japan,LaSalle Logiport,LaSalle Logiport REIT,JPY,3466,equity,JP3048180008,LASALLE LOGIPORT REIT,100,86
japan,Lasertec Corp,Lasertec Corp,JPY,6920,equity,JP3979200007,LASERTEC CORP,100,100
united states,Laureate Education,Laureate Education Inc,USD,LAUR,equity,US5186132032,LAUREATE EDUCATION INC-A,96,86
japan,Lawson Inc,Lawson Inc,JPY,2651,equity,JP3982100004,LAWSON INC,100,100
united states,Lawson,Lawson Products Inc,USD,LAWS,equity,US5207761058,LAWSON PRODUCTS INC,100,48
united states,Lazydays,Lazydays Holdings Inc,USD,LAZY,equity,US52110H1005,LAZYDAYS HOLDINGS INC,100,55
united states,LCI Industries,LCI Industries,USD,LCII,equity,US50189K1034,LCI INDUSTRIES,100,100
united states,LCNB,LCNB Corporation,USD,LCNB,equity,US50181P1003,LCNB CORPORATION,100,40
japan,Leader Electronics,Leader Electronics Corp,JPY,6867,equity,JP3969350002,LEADER ELECTRONICS CORP,100,88
united states,LeaderShares AlphaFactor US Core,LeaderSharesTM AlphaFactor® US Core Equity ETF,USD,LSAF,equity,US90214Q7741,LEADERSHARES ALPHAFACTOR US,75,92
united states,Leaf Group,Leaf Group Ltd,USD,LEAF,equity,US52177G1022,LEAF GROUP LTD,100,83
mexico,Lear,Lear Corp,MXN,LEA,equity,US5218652049,LEAR CORP,100,62
japan,Lecip Holdings Corp,Lecip Holdings Corp,JPY,7213,equity,JP3979550005,LECIP HOLDINGS CORP,100,100
hong kong,Leeport,Leeport Holdings Ltd,HKD,0387,equity,BMG542851040,LEEPORT HOLDINGS LTD,100,52
united states,Legacy Housing,Legacy Housing Corp,USD,LEGH,equity,US52472M1018,LEGACY HOUSING CORP,100,85
australia,Legacy Iron Ore,Legacy Iron Ore Ltd,AUD,LCY,equity,AU000000LCY6,LEGACY IRON ORE LTD,100,88
japan,Legal Corp,Legal Corporation,JPY,3497,equity,JP3969250004,LEGAL CORP,74,100
hong kong,Legend Holdings Corp,Legend Holdings Corp,HKD,3396,equity,CNE100001ZT0,LEGEND HOLDINGS CORP-H,95,95
canada,Legend Power Systems,Legend Power Systems Inc,CAD,LPS,equity,CA5249372080,LEGEND POWER SYSTEMS INC,100,91
united states,Legg Mason,Legg Mason Inc,USD,LM,equity,US5249011058,LEGG MASON INC,100,83
japan,Legs,Legs Co Ltd,JPY,4286,equity,JP3980300002,LEGS CO LTD,100,53
united states,Leidos,Leidos Holdings Inc,USD,LDOS,equity,US5253271028,LEIDOS HOLDINGS INC,100,48
australia,Leigh Creek Energy,Leigh Creek Energy Ltd,AUD,LCK,equity,AU000000LCK5,LEIGH CREEK ENERGY LTD,100,90
united states,Leisure Acquisition,Leisure Acquisition Corp,USD,LACQ,equity,US52539T1079,LEISURE ACQUISITION CORP,100,88
united states,LeMaitre Vascular,LeMaitre Vascular Inc,USD,LMAT,equity,US5255582018,LEMAITRE VASCULAR INC,100,89
united states,LendingClub Corp,LendingClub Corp,USD,LC,equity,US52603A2087,LENDINGCLUB CORP,100,100
united states,Lendingtree,Lendingtree Inc,USD,TREE,equity,US52603B1070,LENDINGTREE INC,100,85
mexico,Lennar,Lennar Corp,MXN,LEN,equity,US5260571048,LENNAR CORP,100,71
switzerland,Lenovo Group,Lenovo Group Ltd,CHF,0992,equity,HK0992009065,LENOVO GROUP LTD,100,86
canada,Leon's Furniture Limited,Leon's Furniture Limited,CAD,LNF,equity,CA5266821092,LEON'S FURNITURE LTD,91,91
italy,Leone Film Group SpA,Leone Film Group SpA,EUR,LFG,equity,IT0004973696,LEONE FILM GROUP SPA,100,100
switzerland,Leonteq AG,Leonteq AG,CHF,LEON,equity,CH0190891181,LEONTEQ AG,100,100
australia,Lepidico,Lepidico Ltd,AUD,LPD,equity,AU000000LPD2,LEPIDICO LTD,100,80
norway,Leroy Seafood,Leroy Seafood Group ASA,NOK,LSG,equity,NO0003096208,LEROY SEAFOOD GROUP ASA,100,72
canada,Leucrotta Exploration,Leucrotta Exploration Inc,CAD,LXE,equity,CA52728X2086,LEUCROTTA EXPLORATION INC,100,91
canada,Levon Resources,Levon Resources Ltd,CAD,LVN,equity,CA52749A1049,LEVON RESOURCES LTD,100,88
canada,Lexagene Holdings,Lexagene Holdings Inc,CAD,LXG,equity,CA52886L1031,LEXAGENE HOLDINGS INC,100,89
united states,Lexicon,Lexicon Pharmaceuticals Inc,USD,LXRX,equity,US5288723027,LEXICON PHARMACEUTICALS INC,100,41
united states,Lexington,Lexington Realty Trust,USD,LXP,equity,US5290431015,LEXINGTON REALTY TRUST,100,58
hong kong,Leyou Tech,Leyou Technologies Holdings Ltd,HKD,1089,equity,KYG5471S1003,LEYOU TECHNOLOGIES HOLDINGS,93,54
hong kong,LI Bao Ge,LI Bao Ge Group Ltd,HKD,1869,equity,KYG548041022,LI BAO GE GROUP LTD,100,64
hong kong,Li Ning Co Ltd,Li Ning Co Ltd,HKD,2331,equity,KYG5496K1242,LI NING CO LTD,100,100
united states,Lianluo Smart,Lianluo Smart Ltd,USD,LLIT,equity,VGG5478K1003,LIANLUO SMART LTD-A,94,81
china,Liaoning Cheng Da,Liaoning Cheng Da Co Ltd,CNY,600739,equity,CNE000000LY3,LIAONING CHENG DA CO LTD-A,96,79
united states,Liberty Global,Liberty Global PLC,USD,LBTYA,equity,GB00B8W67662,LIBERTY GLOBAL PLC-A,95,82
united states,Liberty Media Braves A,Liberty Media Corp Braves A,USD,BATRA,equity,US5312297063,LIBERTY MEDIA CORP-BRAVES A,100,90
united states,Liberty Property,Liberty Property Trust,USD,LPT,equity,US5311721048,LIBERTY PROPERTY TRUST,100,84
china,Lifan Industry,Lifan Industry Group Co Ltd,CNY,601777,equity,CNE100000X10,LIFAN INDUSTRY GROUP CO LT-A,95,67
italy,Life Care Capital,Life Care Capital SpA,EUR,LCC,equity,IT0005323560,LIFE CARE CAPITAL SPA,100,89
japan,Life Foods,Life Foods Co Ltd,JPY,3065,equity,JP3966670006,LIFE FOODS CO LTD,100,74
united states,Life Storage,Life Storage Inc,USD,LSI,equity,US53223X1072,LIFE STORAGE INC,100,86
japan,Lifenet Insurance,Lifenet Insurance Co,JPY,7157,equity,JP3966660007,LIFENET INSURANCE CO,100,92
australia,Lifestyle Comnts,Lifestyle Communities Ltd,AUD,LIC,equity,AU000000LIC9,LIFESTYLE COMMUNITIES LTD,100,78
hong kong,LifeTech Scientific Corp,LifeTech Scientific Corp,HKD,1302,equity,KYG548721177,LIFETECH SCIENTIFIC CORP,100,100
united states,Lifetime Brands,Lifetime Brands Inc,USD,LCUT,equity,US53222Q1031,LIFETIME BRANDS INC,100,88
united states,Lifeway,Lifeway Foods Inc,USD,LWAY,equity,US5319141090,LIFEWAY FOODS INC,100,58
united states,LightPath,LightPath Technologies Inc,USD,LPTH,equity,US5322578056,LIGHTPATH TECHNOLOGIES INC-A,96,49
japan,Like Co,Like Co Ltd,JPY,2462,equity,JP3386120004,LIKE CO LTD,100,78
japan,Lilycolor,Lilycolor Co Ltd,JPY,9827,equity,JP3976800007,LILYCOLOR CO LTD,100,72
united states,Limbach Holdings,Limbach Holdings Inc,USD,LMB,equity,US53263P1057,LIMBACH HOLDINGS INC,100,89
united states,Limelight,Limelight Networks Inc,USD,LLNW,equity,US53261M1045,LIMELIGHT NETWORKS INC,100,58
united states,Porter Bancorp,Limestone Bancorp Inc,USD,LMST,equity,US53262L1052,LIMESTONE BANCORP INC,100,51
united states,Limoneira,Limoneira Co,USD,LMNR,equity,US5327461043,LIMONEIRA CO,100,86
united states,Lincoln Educational,Lincoln Educational Services,USD,LINC,equity,US5335351004,LINCOLN EDUCATIONAL SERVICES,100,81
united states,Lincoln Electrics,Lincoln Electric Holdings Inc,USD,LECO,equity,US5339001068,LINCOLN ELECTRIC HOLDINGS,93,81
sweden,Lindab International,Lindab International AB,SEK,LIAB,equity,SE0001852419,LINDAB INTERNATIONAL AB,100,93
united states,Lindblad Expeditions,Lindblad Expeditions Holdings Inc,USD,LIND,equity,US5352191093,LINDBLAD EXPEDITIONS HOLDING,92,83
united states,Linde PLC,Linde PLC,USD,LIN,equity,IE00BZ12WP82,LINDE PLC,100,100
japan,Line,Line Corp,JPY,3938,equity,JP3966750006,LINE CORP,100,62
hong kong,Linekong Interactive Group Co Ltd,Linekong Interactive Group Co Ltd,HKD,8267,equity,KYG5504C1069,LINEKONG INTERACTIVE GROUP C,92,92
japan,Linical Co Ltd,Linical Co Ltd,JPY,2183,equity,JP3974530002,LINICAL CO LTD,100,100
united states,LiNiu Tech,LiNiu Technology Group,USD,LINUF,equity,KYG549712084,LINIU TECHNOLOGY GROUP,100,62
australia,Linius Technologies,Linius Technologies Ltd,AUD,LNU,equity,AU000000LNU1,LINIUS TECHNOLOGIES LTD,100,90
australia,Link Administration Holdings Ltd,Link Administration Holdings Ltd,AUD,LNK,equity,AU000000LNK2,LINK ADMINISTRATION HOLDINGS,93,93
hong kong,Link Holdings Ltd,Link Holdings Ltd,HKD,8237,equity,KYG5496E1109,LINK HOLDINGS LTD,100,100
japan,Lintec Corp,Lintec Corp,JPY,7966,equity,JP3977200009,LINTEC CORP,100,100
australia,Liontown Resources Ltd,Liontown Resources Ltd,AUD,LTR,equity,AU000000LTR4,LIONTOWN RESOURCES LTD,100,100
united kingdom,Liontrust,Liontrust Asset Management,GBP,LIO,equity,GB0007388407,LIONTRUST ASSET MANAGEMENT,100,51
united states,Lipocine,Lipocine Inc,USD,LPCN,equity,US53630X1046,LIPOCINE INC,100,80
hong kong,Lippo China Resources,Lippo China Resources Ltd,HKD,0156,equity,HK0156000819,LIPPO CHINA RESOURCES LTD,100,91
united states,LiqTech,LiqTech International Inc,USD,LIQT,equity,US53632A2015,LIQTECH INTERNATIONAL INC,100,44
united states,Liquidity Services,Liquidity Services Inc,USD,LQDT,equity,US53635B1070,LIQUIDITY SERVICES INC,100,90
japan,Litalico,Litalico Inc,JPY,6187,equity,JP3974460002,LITALICO INC,100,80
canada,Lithium Americas,Lithium Americas Corp,CAD,LAC,equity,CA53680Q2071,LITHIUM AMERICAS CORP,100,86
canada,Lithium Chile,Lithium Chile Inc,CAD,LITH,equity,CA53681G1090,LITHIUM CHILE INC,100,87
united states,Littelfuse,Littelfuse Inc,USD,LFUS,equity,US5370081045,LITTELFUSE INC,100,83
hong kong,Liu Chong Hing Investment,Liu Chong Hing Investment Ltd,HKD,0194,equity,HK0194000995,LIU CHONG HING INVESTMENT,93,100
united states,LivaNova PLC,LivaNova PLC,USD,LIVN,equity,GB00BYMT0J19,LIVANOVA PLC,100,100
united states,Live Nation Entertainment,Live Nation Entertainment Inc,USD,LYV,equity,US5380341090,LIVE NATION ENTERTAINMENT IN,98,94
united states,Live Oak Bancshares Inc,Live Oak Bancshares Inc,USD,LOB,equity,US53803X1054,LIVE OAK BANCSHARES INC,100,100
united states,Live Ventures,Live Ventures Inc,USD,LIVE,equity,US5381423087,LIVE VENTURES INC,100,87
australia,LiveHire,LiveHire Ltd,AUD,LVH,equity,AU000000LVH1,LIVEHIRE LTD,100,80
united states,Livent,Livent Corp,USD,LTHM,equity,US53814L1089,LIVENT CORP,100,71
united states,LivePerson,LivePerson Inc,USD,LPSN,equity,US5381461012,LIVEPERSON INC,100,83
united states,Liveramp,Liveramp Holdings Inc,USD,RAMP,equity,US53815P1084,LIVERAMP HOLDINGS INC,100,55
japan,Livesense Inc,Livesense Inc,JPY,6054,equity,JP3974740007,LIVESENSE INC,100,100
australia,Livetiles,Livetiles Ltd,AUD,LVT,equity,AU000000LVT6,LIVETILES LTD,100,82
united states,LiveXLive Media,Livexlive Media Inc,USD,LIVX,equity,US53839L2088,LIVEXLIVE MEDIA INC,100,88
japan,Lixil Viva,Lixil Viva Corp,JPY,3564,equity,JP3970100008,LIXIL VIVA CORP,100,80
switzerland,Lloyds Banking,Lloyds Banking Group PLC,CHF,LLOY,equity,GB0008706128,LLOYDS BANKING GROUP PLC,100,74
united states,LM Funding America,LM Funding America Inc,USD,LMFA,equity,US5020743051,LM FUNDING AMERICA INC,100,90
united kingdom,LMS Capital,LMS Capital Plc,GBP,LMS,equity,GB00B12MHD28,LMS CAPITAL PLC,100,85
japan,Loadstar Capital,Loadstar Capital KK,JPY,3482,equity,JP3982600003,LOADSTAR CAPITAL KK,100,91
united kingdom,Location Sciences,Location Sciences Group PLC,GBP,LSAI,equity,GB00BGT36S19,LOCATION SCIENCES GROUP PLC,100,77
argentina,Lockheed Martin DRC,Lockheed Martin Corp DRC,ARS,LMT,equity,ARDEUT111200,LOCKHEED MARTIN CORP,91,87
mexico,Lockheed Martin,Lockheed Martin Corp,MXN,LMT,equity,US5398301094,LOCKHEED MARTIN CORP,100,86
hong kong,Loco Hong Kong,Loco Hong Kong Holdings Ltd,HKD,8162,equity,HK0000207610,LOCO HONG KONG HOLDINGS LTD,100,68
japan,Locondo,Locondo Inc,JPY,3558,equity,JP3984120000,LOCONDO INC,100,78
united states,Loews,Loews Corp,USD,L,equity,US5404241086,LOEWS CORP,100,67
france,Logic Instrume,Logic Instrume,EUR,ALLOG,equity,FR0000044943,LOGIC INSTRUMENT,93,93
australia,LogiCamms,LogiCamms Ltd,AUD,LCM,equity,AU000000LCM1,LOGICAMMS LTD,100,82
united states,LogMeIn,LogMeIn Inc,USD,LOGM,equity,US54142L1098,LOGMEIN INC,100,78
china,Loncin Motor,Loncin Motor Co Ltd,CNY,603766,equity,CNE100001JP2,LONCIN MOTOR CO LTD-A,95,73
united kingdom,London Stock Exchange,London Stock Exchange Group PLC,GBP,LSE,equity,GB00B0SWJX34,LONDON STOCK EXCHANGE GROUP,93,88
united states,Longevity Acquisition,Longevity Acquisition Corp,USD,LOAC,equity,VGG563721320,LONGEVITY ACQUISITION CORP,100,89
united states,Longevity Acquisition,Longevity Acquisition Corp,USD,LOAC,equity,VGG563721320,LONGEVITY ACQUISITION CORP,100,89
japan,Longlife,Longlife Holding Co Ltd,JPY,4355,equity,JP3756070003,LONGLIFE HOLDING CO LTD,100,52
hong kong,Lonking Holdings,Lonking Holdings Ltd,HKD,3339,equity,KYG5636C1078,LONKING HOLDINGS LTD,100,89
japan,Lonseal,Lonseal Corp,JPY,4224,equity,JP3985200009,LONSEAL CORP,100,74
united states,Loop Industries,Loop Industries Inc,USD,LOOP,equity,US5435181046,LOOP INDUSTRIES INC,100,88
australia,Lovisa Holdings Ltd,Lovisa Holdings Ltd,AUD,LOV,equity,AU000000LOV7,LOVISA HOLDINGS LTD,100,100
united states,LPL Financial,LPL Financial Holdings Inc,USD,LPLA,equity,US50212V1008,LPL FINANCIAL HOLDINGS INC,100,67
united states,Lsb Industries,Lsb Industries Inc,USD,LXU,equity,US5021601043,LSB INDUSTRIES INC,100,88
united states,LSI Industries,LSI Industries Inc,USD,LYTS,equity,US50216C1080,LSI INDUSTRIES INC,100,88
united kingdom,LSL Property,LSL Property Services Plc,GBP,LSL,equity,GB00B1G5HX72,LSL PROPERTY SERVICES PLC,100,65
united states,LTC Properties,LTC Properties Inc,USD,LTC,equity,US5021751020,LTC PROPERTIES INC,100,88
japan,Luckland,Luckland Co Ltd,JPY,9612,equity,JP3968000004,LUCKLAND CO LTD,100,70
hong kong,Luen Thai Holdings,Luen Thai Holdings Ltd,HKD,0311,equity,KYG5697P1046,LUEN THAI HOLDINGS,90,100
china,Luenmei Quantum,Luenmei Quantum Co Ltd,CNY,600167,equity,CNE000000Y94,LUENMEI QUANTUM CO LTD-A,96,77
united states,Lululemon Athletica,Lululemon Athletica Inc,USD,LULU,equity,US5500211090,LULULEMON ATHLETICA INC,100,90
united states,Lumber Liquidators,Lumber Liquidators Holdings Inc,USD,LL,equity,US55003T1079,LUMBER LIQUIDATORS HOLDINGS,93,80
united states,Lumentum Holdings Inc,Lumentum Holdings Inc,USD,LITE,equity,US55024U1097,LUMENTUM HOLDINGS INC,100,100
canada,Lumina Gold,Lumina Gold Corp,CAD,LUM,equity,CA55026L3056,LUMINA GOLD CORP,100,81
canada,Lundin Gold Inc,Lundin Gold Inc,CAD,LUG,equity,CA5503711080,LUNDIN GOLD INC,100,100
hong kong,Lung Kee Bermuda,Lung Kee Bermuda Holdings Ltd,HKD,0255,equity,BMG5697D1011,LUNG KEE BERMUDA HLDG LTD,93,78
united states,Luokung Tech,Luokung Technology Corp,USD,LKCO,equity,VGG569811067,LUOKUNG TECHNOLOGY CORP,100,69
china,Luoniushan A,Luoniushan Co Ltd,CNY,000735,equity,CNE000000CR6,LUONIUSHAN CO LTD - A,94,77
hong kong,Luxey International Holdings Ltd,Luxey International Holdings Ltd,HKD,8041,equity,KYG5726E1465,LUXEY INTERNATIONAL HOLDINGS,93,93
china,Luxi A,Luxi Chemical Group Co Ltd,CNY,000830,equity,CNE000000WN3,LUXI CHEMICAL GROUP CO LT-A,94,36
hong kong,Luye Pharma Group,Luye Pharma Group Ltd,HKD,2186,equity,BMG570071099,LUYE PHARMA GROUP LTD,100,89
switzerland,Luzerner Kantonalbank AG,Luzerner Kantonalbank AG,CHF,LUKN,equity,CH0011693600,LUZERNER KANTONALBANK AG-REG,92,92
hong kong,Luzheng Futures Co,Luzheng Futures Co Ltd,HKD,1461,equity,CNE100001ZZ7,LUZHENG FUTURES CO LTD-H,96,86
israel,Luzon Group,Amos Luzon Development and Energy Group Ltd,ILS,LUZN,equity,IL0004730177,LUZON GROUP,41,100
italy,Lventure,Lventure Group,EUR,LVEN,equity,IT0005013013,LVENTURE GROUP,100,73
australia,Lycopodium,Lycopodium Ltd,AUD,LYL,equity,AU000000LYL7,LYCOPODIUM LTD,100,83
united states,Lydall,Lydall Inc,USD,LDL,equity,US5508191062,LYDALL INC,100,75
canada,Lydian International,Lydian International Ltd,CAD,LYD,equity,JE00B29LFF73,LYDIAN INTERNATIONAL LTD,100,91
united states,LyondellBasell Industries,LyondellBasell Industries NV,USD,LYB,equity,NL0009434992,LYONDELLBASELL INDUSTRIES NV,100,94
united states,M&T Bank,M&T Bank Corp,USD,MTB,equity,US55261F1049,M & T BANK CORP,100,76
hong kong,Maanshan Iron & Steel,Maanshan Iron & Steel Co Ltd,HKD,0323,equity,CNE1000003R8,MAANSHAN IRON & STEEL-H,85,95
japan,Mabuchi Motor Ltd,Mabuchi Motor Ltd,JPY,6592,equity,JP3870000001,MABUCHI MOTOR CO LTD,92,92
hong kong,Macau Legend Development,Macau Legend Development Ltd,HKD,1680,equity,KYG573611004,MACAU LEGEND DEVELOPMENT LTD,100,92
canada,Mackenzie China A Shares CSI 300,Mackenzie China A Shares CSI 300,CAD,QCH,equity,CA55454U1084,MACKENZIE CHINA A-SHARES CSI,93,93
japan,Macnica Fuji Electronics,Macnica Fuji Electronics Holdings Inc,JPY,3132,equity,JP3862960006,MACNICA FUJI ELECTRONICS HOL,86,92
australia,MacPhersons,MacPhersons Resources Ltd,AUD,MRP,equity,AU000000MRP0,MACPHERSONS RESOURCES LTD,100,61
united states,Macquarie Infrastructure Co,Macquarie Infrastructure Co,USD,MIC,equity,US55608B1052,MACQUARIE INFRASTRUCTURE COR,98,98
mexico,Macquarie Mexico Real Estate,Macquarie Mexico Real Estate Management SA de CV,MXN,FIBRAMQ12,equity,MXCFFI0U0002,MACQUARIE MEXICO REAL ESTATE,74,100
australia,Macquarie Telecom,Macquarie Telecom Group Ltd,AUD,MAQ,equity,AU000000MAQ4,MACQUARIE TELECOM GROUP LTD,100,77
canada,Macro Enterprises Inc.,Macro Enterprises Inc.,CAD,MCR,equity,CA55608F1062,MACRO ENTERPRISES INC,100,100
united states,MacroGenics Inc,MacroGenics Inc,USD,MGNX,equity,US5560991094,MACROGENICS INC,100,100
japan,Macromill,Macromill Inc,JPY,3978,equity,JP3863030007,MACROMILL INC,100,82
mexico,Macy’s Inc,Macy’s Inc,MXN,M,equity,US55616P1049,MACY'S INC,100,100
hong kong,Madison Holdings,Madison Holdings Group Ltd,HKD,8057,equity,KYG5747Y1052,MADISON HOLDINGS GROUP LTD,100,76
japan,Maeda Corp,Maeda Corp,JPY,1824,equity,JP3861200008,MAEDA CORP,100,100
canada,MAG Silver,MAG Silver Corp,CAD,MAG,equity,CA55903Q1046,MAG SILVER CORP.,100,80
australia,Magellan Financial Group,Magellan Financial Group Ltd,AUD,MFG,equity,AU000000MFG4,MAGELLAN FINANCIAL GROUP LTD,100,92
united states,Magenta Therapeutics,Magenta Therapeutics Inc,USD,MGTA,equity,US55910K1088,MAGENTA THERAPEUTICS INC,100,91
poland,Magna Polonia SA,Magna Polonia SA,PLN,06N,equity,PLNFI0600010,MAGNA POLONIA SA,100,100
hong kong,Magnificent Hotel Investments,Magnificent Hotel Investments Ltd,HKD,0201,equity,HK0201008726,MAGNIFICENT HOTEL INVESTMENT,92,98
united states,Magyar,Magyar Bancorp Inc,USD,MGYR,equity,US55977T1097,MAGYAR BANCORP INC,100,50
india,Mahanagar Telephone,Mahanagar Telephone Nigam Ltd.,INR,MTNL,equity,INE153A01019,MAHANAGAR TELEPHONE NIGAM,93,86
canada,Mainstreet Equity,Mainstreet Equity Corp.,CAD,MEQ,equity,CA5609151009,MAINSTREET EQUITY CORP,100,87
japan,Makino Milling Machine Co Ltd,Makino Milling Machine Co Ltd,JPY,6135,equity,JP3862800004,MAKINO MILLING MACHINE CO,93,93
canada,Mako Mining,Mako Mining Corp,CAD,MKO,equity,CA56089A1030,MAKO MINING CORP,100,81
united states,Malibu Boats Inc,Malibu Boats Inc,USD,MBUU,equity,US56117J1007,MALIBU BOATS INC - A,94,94
united states,Malvern,Malvern Bancorp Inc,USD,MLVF,equity,US5614091032,MALVERN BANCORP INC,100,54
united kingdom,Malvern International,Malvern International,GBP,MLVN,equity,GB00B04XB679,MALVERN INTERNATIONAL PLC,91,91
japan,Mamiya-OP,Mamiya-OP Co Ltd,JPY,7991,equity,JP3870300005,MAMIYA-OP CO LTD,100,72
hong kong,Man Wah Holdings,Man Wah Holdings Ltd,HKD,1999,equity,BMG5800U1071,MAN WAH HOLDINGS LTD,100,89
japan,Management Solutions,Management Solutions Co Ltd,JPY,7033,equity,JP3869980007,MANAGEMENT SOLUTIONS CO LTD,100,85
canada,Mandalay Resources,Mandalay Resources Corp,CAD,MND,equity,CA5625684025,MANDALAY RESOURCES CORP,100,88
japan,Mandom Corp,Mandom Corp,JPY,4917,equity,JP3879400004,MANDOM CORP,100,100
united states,Manhattan Associates,Manhattan Associates Inc,USD,MANH,equity,US5627501092,MANHATTAN ASSOCIATES INC,100,91
japan,Mani Inc,Mani Inc,JPY,7730,equity,JP3869920003,MANI INC,100,100
united states,Manitex,Manitex International Inc,USD,MNTX,equity,US5634201082,MANITEX INTERNATIONAL INC,100,44
united states,Manitowoc,Manitowoc Company Inc,USD,MTW,equity,US5635714059,MANITOWOC COMPANY INC,100,60
united states,Manning&Napier,Manning & Napier Inc,USD,MN,equity,US56382Q1022,MANNING & NAPIER INC,100,88
united states,MannKind,MannKind Corp,USD,MNKD,equity,US56400P7069,MANNKIND CORP,100,76
united states,ManpowerGroup,ManpowerGroup Inc,USD,MAN,equity,US56418H1005,MANPOWERGROUP INC,100,87
japan,Mansei,Mansei Corp,JPY,7565,equity,JP3879320004,MANSEI CORP,100,71
china,Maoye Commercial,Maoye Commercial Co Ltd,CNY,600828,equity,CNE000000FJ6,MAOYE COMMERCIAL CO LTD-A,96,78
italy,Maps,Maps SpA,EUR,MAPS,equity,IT0005364333,MAPS SPA,100,67
mexico,Marathon Oil,Marathon Oil Corp,MXN,MRO,equity,US5658491064,MARATHON OIL CORP,100,83
united states,Marathon Patent,Marathon Patent Group Inc,USD,MARA,equity,US56585W4015,MARATHON PATENT GROUP INC,100,75
united states,Marathon Petroleum,Marathon Petroleum Corp,USD,MPC,equity,US56585A1025,MARATHON PETROLEUM CORP,100,88
japan,Marche Corp,Marche Corp,JPY,7524,equity,JP3875000006,MARCHE CORP,100,100
united states,Marin Software,Marin Software Inc,USD,MRIN,equity,US56804T2050,MARIN SOFTWARE INC,100,88
united states,Marine Petroleum,Marine Petroleum Trust,USD,MARPS,equity,US5684231070,MARINE PETROLEUM TRUST,100,84
united states,MarineMax,MarineMax Inc,USD,HZO,equity,US5679081084,MARINEMAX INC,100,82
canada,Maritime Resources Corp.,Maritime Resources Corp.,CAD,MAE,equity,CA57035U1021,MARITIME RESOURCES CORP,100,100
united states,MarketAxesss,MarketAxess Holdings Inc,USD,MKTX,equity,US57060D1081,MARKETAXESS HOLDINGS INC,100,61
japan,Marketenterprise,Marketenterprise Co Ltd,JPY,3135,equity,JP3860190002,MARKETENTERPRISE CO LTD,100,82
united states,Marlin Business,Marlin Business Services Corp,USD,MRLN,equity,US5711571068,MARLIN BUSINESS SERVICES INC,91,70
united states,Marron Bio,Marrone Bio Innovations Inc,USD,MBII,equity,US57165B1061,MARRONE BIO INNOVATIONS INC,100,54
united kingdom,Marshalls,Marshalls PLC,GBP,MSLH,equity,GB00B012BV22,MARSHALLS PLC,100,82
canada,Martello Tech,Martello Technologies Group Inc,CAD,MTLO,equity,CA5730741017,MARTELLO TECHNOLOGIES GROUP,93,65
united states,Marten Transport,Marten Transport Ltd,USD,MRTN,equity,US5730751089,MARTEN TRANSPORT LTD,100,89
mexico,Martin Marietta Materials,Martin Marietta Materials Inc,MXN,MLM,equity,US5732841060,MARTIN MARIETTA MATERIALS,93,100
