,EOD-Code,EOD-Exchange,EOD-Name,EOD-Type,EOD-Country,EOD-Currency,EOD-ISIN,EOD-previousClose,EOD-previousCloseDate
1,CGB,MI,db x-trackers II Harvest CSI China Sovereign Bond UCITS DR 1D,ETF,Italy,EUR,LU1094612022,21.92,2022-07-20
2,CGB,XETRA,db x-trackers II Harvest CSI China Sovereign Bond UCITS DR 1D,ETF,Germany,EUR,LU1094612022,21.922,2022-07-20
3,CGB,F,db x-trackers II Harvest CSI China Sovereign Bond UCITS DR 1D,ETF,Germany,EUR,LU1094612022,21.737,2022-07-20
0,CGB,AU,Cann Global Ltd,Common Stock,Australia,AUD,AU0000038085,0.025,2022-07-20
0,CBDS,US,Cannabis Sativa Inc,Common Stock,USA,USD,US13764T1051,0.13,2022-07-20
0,NUGS,US,Cannabis Strategic Ventures,Common Stock,USA,USD,US13765M1099,0.0128,2022-07-20
0,BLOZF,US,Cannabix Technologies Inc,Common Stock,USA,USD,CA13765L1013,0.317,2022-07-20
0,LGBI,US,Cannabiz Mobile Inc,Common Stock,USA,USD,US13765A1051,0.0001,2022-07-20
0,CBGI,US,Cannabusiness Group,Common Stock,USA,USD,US1376491098,0.0,2022-07-20
0,CNNE,US,Cannae Holdings Inc,Common Stock,USA,USD,US13765N1072,20.97,2022-07-20
0,CGRW,US,Cannagrow Holdings Inc,Common Stock,USA,USD,US13765E1073,0.0166,2022-07-20
0,CANA,MI,UBS(Lux)Fund Solutions – MSCI Canada UCITS ETF(CAD)A-acc,ETF,Italy,EUR,LU0950672807,15.49,2022-07-20
0,CNNXF,US,Cannamerica Brands Corp,Common Stock,USA,USD,CA13766C1005,0.0156,2022-07-20
0,CNNA,US,Cann American Corp,Common Stock,USA,USD,US13764N2071,0.003,2022-07-20
0,CPMD,US,CannaPharmaRx Inc,Common Stock,USA,USD,US13765D1090,0.0244,2022-07-20
0,CANL,US,Cannlabs Inc,Common Stock,USA,USD,US13767T1025,0.011,2022-07-20
0,NAN,AU,Nanosonics Ltd,Common Stock,Australia,AUD,AU000000NAN9,4.51,2022-07-20
1,NAN,US,Nuveen New York Quality Municipal Income,FUND,USA,USD,US67066X1072,11.66,2022-07-20
2,NAN,V,North American Nickel Inc,Common Stock,Canada,CAD,CA65704T4054,0.58,2022-07-19
3,NANO,LSE,Nanoco Group plc,Common Stock,UK,GBX,GB00B01JLR99,38.2,2022-07-20
4,NANR,US,SPDR S&P® North American Natural Resources ETF,ETF,USA,USD,US78463X1524,47.55,2022-07-20
5,NANOV,OL,Nordic Nanovector ASA,Common Stock,Norway,NOK,,1.87,2022-07-20
6,NANO,PA,Nanobiotix S.A,Common Stock,France,EUR,FR0011341205,3.425,2022-07-20
7,NANO,TO,Nano One Materials Corp,Common Stock,Canada,CAD,CA63010A1030,2.44,2022-07-20
8,NANOFH,HE,Nanoform Finland Plc,Common Stock,Finland,EUR,FI4000330972,3.3,2022-07-20
9,NANOFS,ST,Nanoform Finland Plc,Common Stock,Sweden,SEK,FI4000330972,37.0,2022-07-20
10,NANX,US,Nanophase Technol,Common Stock,USA,USD,US6300791018,3.19,2022-07-20
11,NANEXA,ST,Nanexa AB,Common Stock,Sweden,SEK,SE0007074166,2.28,2022-07-20
12,NANOCAP-B,ST,Nanocap Group AB Series B,Common Stock,Sweden,SEK,,18.0,2022-07-19
13,NAN-USD,CC,NanTrade,Currency,Unknown,USD,,0.0056,2022-07-20
14,NANHF,US,Nan Hai Corporation Limited,Common Stock,USA,USD,,0.025,2022-07-20
0,PILL,US,Direxion Daily Pharmaceutical & Medical Bull 3X Shares ETF,ETF,USA,USD,US25460E6462,11.82,2022-07-20
0,7739,TSE,Canon Electronics Inc,Common Stock,Japan,JPY,JP3243200007,1565.0,2022-07-20
0,8060,TSE,Canon Marketing Japan Inc,Common Stock,Japan,JPY,JP3243600008,2879.0,2022-07-20
0,8060,HK,Global Link Communications Holdings Ltd,Common Stock,Hong Kong,HKD,KYG392991132,0.106,2022-07-20
0,RIV,US,Rivernorth Opportunities Fund Inc,FUND,USA,USD,US76881Y1091,14.27,2022-07-20
0,CNPOF,US,RIV Capital Inc,Common Stock,USA,USD,CA7680141024,0.459,2022-07-20
0,CANTABIL,NSE,Cantabil Retail India Limited,Common Stock,India,INR,INE068L01016,1134.8,2022-07-20
1,CANTABIL,BSE,CANTABIL RETAIL INDIA LTD.,Common Stock,India,INR,INE068L01016,1134.0,2022-07-20
0,CPHC,US,Canterbury Park Holding Corporation,Common Stock,USA,USD,US13811E1010,23.46,2022-07-20
0,CBY,AU,Canterbury Resources Ltd,Common Stock,Australia,AUD,AU0000028102,0.043,2022-07-20
0,CD,V,Cantex Mine Development Corp,Common Stock,Canada,CAD,CA1381173048,0.28,2022-07-19
0,CD,US,Chindata Group Holdings Ltd,Common Stock,USA,USD,US16955F1075,7.19,2022-07-20
0,1381,TSE,Axyz Co Ltd,Common Stock,Japan,JPY,JP3108030002,3160.0,2022-07-20
0,1381,HK,Canvest Envi Protection Grp,Common Stock,Hong Kong,HKD,KYG183221004,4.04,2022-07-20
0,CYF,V,Canyon Creek Food Company Ltd,Common Stock,Canada,CAD,CA1389081086,0.06,2022-07-19
0,9697,TSE,Capcom Co Ltd,Common Stock,Japan,JPY,JP3218900003,3680.0,2022-07-20
0,CRTIF,US,Cartier Iron Corp,Common Stock,USA,USD,CA1467611010,0.035,2022-07-20
0,CAP,PA,Capgemini SE,Common Stock,France,EUR,FR0000125338,167.05,2022-07-20
1,0HAZ,LSE,Capgemini SE,Common Stock,UK,EUR,FR0000125338,167.4,2022-07-20
2,CAPMF,US,Capgemini SE,Common Stock,USA,USD,FR0000125338,176.29,2022-07-20
0,1075,HK,Capinfo Co Ltd,Common Stock,Hong Kong,HKD,CNE1000000X2,0.315,2022-07-20
0,3965,TSE,Capital Asset Planning Inc,Common Stock,Japan,JPY,JP3244420000,613.0,2022-07-20
0,CBNK,US,Capital Bancorp,Common Stock,USA,USD,US1397371006,21.93,2022-07-20
0,CCBG,US,Capital City Bank Group,Common Stock,USA,USD,US1396741050,31.92,2022-07-20
0,3989,TSE,Sharingtechnology Inc,Common Stock,Japan,JPY,JP3347190005,183.0,2022-07-20
0,3989,HK,Capital Environment Holdings Ltd,Common Stock,Hong Kong,HKD,KYG1941T1094,0.179,2022-07-20
0,CFGX,US,Capital Financial Gl,Common Stock,USA,USD,US1401431085,0.0005,2022-07-20
0,CGT,LSE,Capital Gearing Trust,Common Stock,UK,GBX,GB0001738615,5010.0,2022-07-20
0,CGHC,US,Cptl Grp Hldngs,Common Stock,USA,USD,US14019U1034,0.0002,2022-07-20
0,COF,US,Capital One Financial Corporation,Common Stock,USA,USD,US14040H1059,114.76,2022-07-20
0,COF,AU,Centuria Metropolitan REIT,Common Stock,Australia,AUD,AU0000077893,1.82,2022-07-20
0,CPX,TO,Capital Power Corporation,Common Stock,Canada,CAD,CA14042M1023,47.12,2022-07-20
1,2CP,F,Capital Power Corporation,Common Stock,Germany,EUR,CA14042M1023,35.4,2022-07-20
0,CPX,LSE,CAP-XX Limited,Common Stock,UK,GBX,AU0000XINAS1,4.525,2022-07-20
0,CPX,XETRA,capsensixx AG,Common Stock,Germany,EUR,DE000A2G9M17,15.9,2022-07-20
1,CPX,BE,capsensixx AG,Common Stock,Germany,EUR,DE000A2G9M17,15.9,2022-07-20
2,CPX,MU,capsensixx AG,Common Stock,Germany,EUR,DE000A2G9M17,14.8,2022-07-20
3,CPX,DU,capsensixx AG,Common Stock,Germany,EUR,DE000A2G9M17,15.5,2022-07-20
4,CPX,F,capsensixx AG,Common Stock,Germany,EUR,DE000A2G9M17,15.5,2022-07-20
5,CPX,STU,capsensixx AG,Common Stock,Germany,EUR,DE000A2G9M17,15.5,2022-07-20
0,CPTP,US,Capital Properties Inc,Common Stock,USA,USD,US1404301095,12.0,2022-07-20
0,CPTP,TA,Capital Point,Common Stock,Israel,ILA,IL0010971468,81.1,2022-07-20
0,CSWC,US,Capital Southwest Corporation,Common Stock,USA,USD,US1405011073,19.52,2022-07-20
0,CAPTRUST,NSE,Capital Trust Limited,Common Stock,India,INR,INE707C01018,102.5,2022-07-20
1,511505,BSE,Capital Trust Limited,Common Stock,India,INR,INE707C01018,103.05,2022-07-20
2,CAPITALT,BSE,CAPITAL TRUST LTD.,Common Stock,India,INR,INE707C01018,103.05,2022-07-20
0,2324,HK,Capital VC Ltd,Common Stock,Hong Kong,HKD,KYG1889C2251,0.213,2022-07-20
0,1D5,SG,Capital World Limited,Common Stock,Singapore,SGD,KYG8763X1189,0.005,2022-07-19
0,C38U,SG,CapitaLand Integrated Commercial Trust,Common Stock,Singapore,SGD,SG1M51904654,2.09,2022-07-20
1,M3T,MU,CapitaLand Integrated Commercial Trust,Common Stock,Germany,EUR,SG1M51904654,1.4424,2022-07-20
2,M3T,BE,CapitaLand Integrated Commercial Trust,Common Stock,Germany,EUR,SG1M51904654,1.4704,2022-07-20
3,M3T,DU,CapitaLand Integrated Commercial Trust,Common Stock,Germany,EUR,SG1M51904654,1.4436,2022-07-20
4,M3T,F,CapitaLand Integrated Commercial Trust,Common Stock,Germany,EUR,SG1M51904654,1.4398,2022-07-20
5,M3T,HA,CapitaLand Integrated Commercial Trust,Common Stock,Germany,EUR,SG1M51904654,1.438,2022-07-20
0,AU8U,SG,CapitaLand China Trust,Common Stock,Singapore,SGD,SG1U25933169,1.14,2022-07-20
0,CAPB,US,CapitalSouth Bancorp,Common Stock,USA,USD,US14056A1016,0.01,2022-07-20
0,CFFN,US,Capitol Federal Financial Inc,Common Stock,USA,USD,US14057J1016,9.36,2022-07-20
0,CAJ,US,Canon Inc ADR,Common Stock,USA,USD,US1380063099,23.09,2022-07-20
0,CAJ,AU,Capitol Health Ltd,Common Stock,Australia,AUD,AU000000CAJ0,0.275,2022-07-20
0,CAPLIPOINT,NSE,Caplin Point Laboratories Limited,Common Stock,India,INR,INE475E01026,772.2,2022-07-20
1,524742,BSE,Caplin Point Laboratories Limited,Common Stock,India,INR,INE475E01026,773.55,2022-07-20
2,CAPPL,BSE,CAPLIN POINT LABORATORIES LTD.,Common Stock,India,INR,INE475E01026,773.55,2022-07-20
0,CAA,AU,Capral Ltd,Common Stock,Australia,AUD,AU000000CAA9,8.2,2022-07-20
0,CGCL,NSE,Capri Global Capital Limited,Common Stock,India,INR,INE180C01026,699.7,2022-07-20
1,CGCL,BSE,Capri Global Capital Limited,Common Stock,India,INR,INE180C01026,698.05,2022-07-20
0,CPRI,US,Capri Holdings Ltd,Common Stock,USA,USD,VGG1890L1076,48.18,2022-07-20
0,CAPR,US,Capricor Therapeutics Inc,Common Stock,USA,USD,US14070B3096,4.75,2022-07-20
0,CMM,AU,Capricorn Metals Ltd,Common Stock,Australia,AUD,AU000000CMM9,3.15,2022-07-20
0,CMO,PA,Credit Agricole du Morbihan,Common Stock,France,EUR,FR0000045551,61.0,2022-07-20
0,CMO,AU,Cosmo Metals Ltd,Common Stock,Australia,AUD,AU0000196602,0.18,2022-07-20
0,CAPC,LSE,Capital & Counties Properties PLC,Common Stock,UK,GBX,GB00B62G9D36,147.4,2022-07-20
1,CCO,JSE,Capital & Counties Properties Plc,Common Stock,South Africa,ZAC,GB00B62G9D36,3004.0,2022-07-20
0,CAPC,US,Capstone Companies Inc,Common Stock,USA,USD,US14070F2011,0.188,2022-07-20
0,CARA,US,Cara Therapeutic,Common Stock,USA,USD,US1407551092,9.8,2022-07-20
0,CARA,OL,Carasent ASA,Common Stock,Norway,NOK,NO0010123060,23.8,2022-07-20
0,CRSO,TA,Carasso,Common Stock,Israel,ILA,IL0011238503,1726.0,2022-07-20
0,CWX,AU,Carawine Resources Limited,Common Stock,Australia,AUD,AU000000CWX5,0.096,2022-07-20
0,CBLNY,US,Mersen SA ADR,Common Stock,USA,USD,US59044P1084,7.28,2022-07-20
0,CG1,LSE,Amundi ETF DAX UCITS ETF DR,ETF,UK,GBX,FR0010655712,20397.5,2022-07-20
1,CG1,PA,Amundi ETF DAX UCITS ETF DR,ETF,France,EUR,FR0010655712,239.55,2022-07-20
2,CG1G,XETRA,Amundi ETF DAX UCITS ETF DR,ETF,Germany,EUR,FR0010655712,239.75,2022-07-20
3,CG1,MI,Amundi ETF DAX UCITS ETF DR,ETF,Italy,EUR,FR0010655712,239.65,2022-07-20
0,CG1,AU,Carbonxt Group Ltd,Common Stock,Australia,AUD,AU000000CG18,0.17,2022-07-20
0,CARBORUNIV,NSE,Carborundum Universal Limited,Common Stock,India,INR,INE120A01034,759.05,2022-07-20
1,513375,BSE,Carborundum Universal Limited,Common Stock,India,INR,INE120A01034,758.95,2022-07-20
2,CARBORUNIV,BSE,CARBORUNDUM UNIVERSAL LTD.,Common Stock,India,INR,INE120A01034,758.95,2022-07-20
0,7602,TSE,Carchs Holdings Co Ltd,Common Stock,Japan,JPY,JP3388550000,225.0,2022-07-20
0,CARD,LSE,Card Factory PLC,Common Stock,UK,GBX,GB00BLY2F708,49.55,2022-07-20
1,0CT,F,Card Factory PLC,Common Stock,Germany,EUR,GB00BLY2F708,0.563,2022-07-20
0,CCN,PA,Caisse Regionale de Credit Agricole Mutuel de Normandie Seine SC,Common Stock,France,EUR,FR0000044364,77.49,2022-07-20
0,CDFF,LSE,Cardiff Property PLC,Common Stock,UK,GBX,GB0001754257,2400.0,2022-07-20
0,CAH,US,Cardinal Health Inc,Common Stock,USA,USD,US14149Y1082,55.69,2022-07-20
0,EKG,V,CardioComm Solutions Inc.,Common Stock,Canada,CAD,CA14159N2086,0.02,2022-07-19
0,CSII,US,Cardiovascular Systems Inc,Common Stock,USA,USD,US1416191062,16.07,2022-07-20
0,CDLX,US,Cardlytics Inc,Common Stock,USA,USD,US14161W1053,14.25,2022-07-20
0,CDD,AU,Cardno Ltd,Common Stock,Australia,AUD,AU000000CDD7,0.29,2022-07-20
0,CPINV,BR,Care Property Invest NV,Common Stock,Belgium,EUR,BE0974273055,23.6,2022-07-20
0,CARERATING,NSE,CARE Ratings Limited,Common Stock,India,INR,INE752H01013,468.55,2022-07-20
1,CARERATING,BSE,CARE Ratings Ltd,Common Stock,India,INR,INE752H01013,468.75,2022-07-20
0,2425,TSE,Care Service Co Ltd,Common Stock,Japan,JPY,JP3277450007,676.0,2022-07-20
0,CDNA,US,Caredx Inc,Common Stock,USA,USD,US14167L1035,24.7,2022-07-20
1,1K9,F,Caredx Inc,Common Stock,Germany,EUR,US14167L1035,22.13,2022-07-20
0,2410,TSE,Career Design Center Co Ltd,Common Stock,Japan,JPY,JP3244450007,1162.0,2022-07-20
0,CAREERP,NSE,Career Point Limited,Common Stock,India,INR,INE521J01018,109.15,2022-07-20
1,CAREERP,BSE,CAREER POINT LTD.,Common Stock,India,INR,INE521J01018,109.1,2022-07-20
0,CFN,LS,Cofina SGPS,Common Stock,Portugal,EUR,PTCFN0AE0003,0.226,2022-07-20
0,2150,TSE,CareNet Inc,Common Stock,Japan,JPY,JP3277550004,953.0,2022-07-20
0,2150,HK,Nayuki Holdings Ltd,Common Stock,Hong Kong,HKD,KYG6432S1066,5.99,2022-07-20
0,CTH,LSE,Caretech Holdings PLC,Common Stock,UK,GBX,GB00B0KWHQ09,743.0,2022-07-20
1,C5P,F,Caretech Holdings PLC,Common Stock,Germany,EUR,GB00B0KWHQ09,8.55,2022-07-20
0,1199,HK,COSCO Pacific Ltd,Common Stock,Hong Kong,HKD,BMG2442N1048,5.72,2022-07-20
0,CTRE,US,Caretrust Inc,Common Stock,USA,USD,US14174T1079,19.46,2022-07-20
0,CRVW,US,Careview Comm Inc,Common Stock,USA,USD,US1417431046,0.08,2022-07-20
0,CJT,TO,Cargojet Inc,Common Stock,Canada,CAD,CA14179V5036,138.83,2022-07-20
0,CARG,US,CarGurus,Common Stock,USA,USD,US1417881091,24.7,2022-07-20
0,CRB,V,Cariboo Rose Resources Ltd,Common Stock,Canada,CAD,CA1420241087,0.05,2022-07-19
0,CRBL,LSE,Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF - Acc-EUR,ETF,UK,GBX,LU1829218749,2260.0,2022-07-20
1,CRB,MI,Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF - Acc-EUR,ETF,Italy,EUR,LU1829218749,26.545,2022-07-20
2,LYTR,XETRA,Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF - Acc-EUR,ETF,Germany,EUR,LU1829218749,26.565,2022-07-20
3,CRB,PA,Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF - Acc-EUR,ETF,France,EUR,LU1829218749,26.515,2022-07-20
0,CDP,AU,Carindale Property Trust,Common Stock,Australia,AUD,AU000000CDP1,4.5,2022-07-20
0,AFX,XETRA,Carl Zeiss Meditec AG,Common Stock,Germany,EUR,DE0005313704,130.8,2022-07-20
1,0DHC,LSE,Carl Zeiss Meditec AG,Common Stock,UK,EUR,DE0005313704,129.675,2022-07-20
0,AFX,LSE,Alpha FX Group PLC,Common Stock,UK,GBX,GB00BF1TM596,1755.0,2022-07-20
0,CGD,V,Carlin Gold Corporation,Common Stock,Canada,CAD,CA1422401002,0.04,2022-07-19
0,CNX,US,CNX Resources Corp,Common Stock,USA,USD,US12653C1080,18.4,2022-07-20
0,CSL,US,Carlisle Companies Incorporated,Common Stock,USA,USD,US1423391002,263.74,2022-07-20
0,CSL,AU,CSL Ltd,Common Stock,Australia,AUD,AU000000CSL8,291.23,2022-07-20
0,CSL,V,Comstock Metals Ltd,Common Stock,Canada,CAD,CA2057193054,0.07,2022-07-19
0,4275,TSE,Carlit Holdings Co Ltd,Common Stock,Japan,JPY,JP3205320009,674.0,2022-07-20
0,CABGY,US,Carlsberg AS,Common Stock,USA,USD,US1427952023,25.6,2022-07-20
0,ALCAR,PA,Carmat,Common Stock,France,EUR,FR0010907956,11.8,2022-07-20
0,KMX,US,CarMax Inc,Common Stock,USA,USD,US1431301027,96.61,2022-07-20
0,CRMT,US,Americas Car-Mart Inc,Common Stock,USA,USD,US03062T1051,103.0,2022-07-20
0,CRMT,TA,Carmit,Common Stock,Israel,ILA,IL0004400169,1556.0,2022-07-20
0,4572,TSE,Carna Biosciences Inc,Common Stock,Japan,JPY,JP3220550002,942.0,2022-07-20
0,CBEF,MI,Lyxor UCITS Euro Corporate Bond ex Financials C-EUR,ETF,Italy,EUR,LU1829218822,126.95,2022-07-20
1,CNB,PA,Lyxor UCITS Euro Corporate Bond ex Financials C-EUR,ETF,France,EUR,LU1829218822,126.961,2022-07-20
2,LYBF,XETRA,Lyxor UCITS Euro Corporate Bond ex Financials C-EUR,ETF,Germany,EUR,LU1829218822,126.965,2022-07-20
3,LYBF,F,Multi Units Luxembourg- Lyxor Euro Corporate Bond Ex Financials UCITS ETF TH,ETF,Germany,EUR,LU1829218822,126.645,2022-07-20
0,CNB,AU,Carnaby Resources Ltd,Common Stock,Australia,AUD,AU0000046203,1.07,2022-07-20
0,CVN,AU,Carnarvon Petroleum Ltd,Common Stock,Australia,AUD,AU000000CVN8,0.2,2022-07-20
0,CCE,AU,Carnegie Clean Energy Ltd,Common Stock,Australia,AUD,AU000000CCE7,0.002,2022-07-20
0,CCE,V,Commerce Resources Corp.,Common Stock,Canada,CAD,CA2006977045,0.16,2022-07-20
0,CCE,WAR,Clean & Carbon Energy S.A.,Common Stock,Poland,PLN,PLKAREN00014,0.6,2022-07-20
0,CCL,US,Carnival Corporation,Common Stock,USA,USD,PA1436583006,11.09,2022-07-20
0,CCL,LSE,Carnival PLC,Common Stock,UK,GBX,GB0031215220,781.6,2022-07-20
0,CCL,NSE,CCL Products (India) Limited,Common Stock,India,INR,INE421D01022,415.0,2022-07-20
1,519600,BSE,CCL Products (India) Limited,Common Stock,India,INR,INE421D01022,414.5,2022-07-20
2,CCL,BSE,CCL PRODUCTS (INDIA) LTD.,Common Stock,India,INR,INE421D01022,414.5,2022-07-20
0,CAN,AU,Cann Group Ltd,Common Stock,Australia,AUD,AU000000CAN2,0.315,2022-07-20
0,CAN,US,Canaan Inc,Common Stock,USA,USD,US1347481020,4.43,2022-07-20
0,CA,PA,Carrefour SA,Common Stock,France,EUR,FR0000120172,17.105,2022-07-20
1,0NPH,LSE,Carrefour SA,Common Stock,UK,EUR,FR0000120172,17.0825,2022-07-20
2,CRR,MI,Carrefour SA,Common Stock,Italy,EUR,FR0000120172,17.065,2022-07-20
0,CAN,OL,Canopy Holdings AS,Common Stock,Norway,NOK,NO0010781560,0.85,2022-07-20
0,CSV,US,Carriage Services Inc,Common Stock,USA,USD,US1439051079,41.25,2022-07-20
0,0126,HK,Carrianna Group Holdings Co Ltd,Common Stock,Hong Kong,HKD,BMG1993G1042,0.59,2022-07-20
0,TAST,US,Carrols Restaurant Group Inc,Common Stock,USA,USD,US14574X1046,2.18,2022-07-20
0,CARS,US,Cars.com Inc,Common Stock,USA,USD,US14575E1055,11.33,2022-07-20
0,CARS,TO,Evolve Automobile Innovation Hedged,Common Stock,Canada,CAD,CA30052J1021,34.78,2022-07-20
0,CAR,US,Avis Budget Group Inc,Common Stock,USA,USD,US0537741052,159.67,2022-07-20
1,CUCA,F,Avis Budget Group Inc,Common Stock,Germany,EUR,US0537741052,155.6,2022-07-20
0,CAR,AU,Carsales.Com Ltd,Common Stock,Australia,AUD,AU000000CAR3,19.3,2022-07-20
1,WN6,F,Carsales.Com Ltd,Common Stock,Germany,EUR,AU000000CAR3,13.0,2022-07-20
0,CAR,WAR,Inter Cars S.A.,Common Stock,Poland,PLN,PLINTCS00010,395.0,2022-07-20
0,CRSM,US,Carsmartt Inc,Common Stock,USA,USD,US14575N1054,0.005,2022-07-20
0,CARE,US,Carter Bank and Trust,Common Stock,USA,USD,US1461031064,14.29,2022-07-20
0,CARE,TO,Dialogue Health Technologies Inc,Common Stock,Canada,CAD,CA25249F1045,2.9,2022-07-20
0,CVNA,US,Carvana Co,Common Stock,USA,USD,US1468691027,27.38,2022-07-20
0,HREN,SW,Romande Energie Holding SA,Common Stock,Switzerland,CHF,CH0025607331,1150.0,2022-07-20
0,CARV,US,Carver Bancorp Inc,Common Stock,USA,USD,US1468756044,5.98,2022-07-20
0,C04,SG,Casa Holdings Limited,Common Stock,Singapore,SGD,SG1B93012089,0.092,2022-07-19
0,CASA,US,Casa Systems Inc,Common Stock,USA,USD,US14713L1026,4.14,2022-07-20
0,CASA,V,Casa Minerals Inc,Common Stock,Canada,CAD,CA14712X1078,0.1,2022-07-20
0,CASA,MI,Casasold SpA,Common Stock,Italy,EUR,IT0005437113,1.52,2022-07-20
0,2223,HK,Casablanca Group Ltd,Common Stock,Hong Kong,HKD,KYG192861063,0.465,2022-07-20
0,CCD,V,Cascadero Copper Corp,Common Stock,Canada,CAD,CA14738X1078,0.01,2022-07-19
0,CCD,US,Calamos Dynamic Convertible,FUND,USA,USD,US12811V1052,22.9,2022-07-20
0,CAS,TO,Cascades Inc.,Common Stock,Canada,CAD,CA1469001053,9.5,2022-07-20
0,ECV,XETRA,Encavis AG,Common Stock,Germany,EUR,DE0006095003,19.355,2022-07-20
1,ECV,F,Encavis AG,Common Stock,Germany,EUR,DE0006095003,19.335,2022-07-20
2,ECV,MU,Encavis AG,Common Stock,Germany,EUR,DE0006095003,19.425,2022-07-20
3,ECV,BE,Encavis AG,Common Stock,Germany,EUR,DE0006095003,19.3,2022-07-20
4,ECV,DU,Encavis AG,Common Stock,Germany,EUR,DE0006095003,19.22,2022-07-20
5,ECV,HA,Encavis AG,Common Stock,Germany,EUR,DE0006095003,19.345,2022-07-20
0,CWST,US,Casella Waste Systems Inc,Common Stock,USA,USD,US1474481041,74.44,2022-07-20
0,CASY,US,Caseys General Stores Inc,Common Stock,USA,USD,US1475281036,198.49,2022-07-20
0,CCV,AU,Cash Converters International,Common Stock,Australia,AUD,AU000000CCV1,0.245,2022-07-20
0,CCV,US,Churchill Capital V Corp,Common Stock,USA,USD,US17144T1079,9.85,2022-07-20
0,CSF,US,VictoryShares US Discovery Enhanced Volatility Wtd ETF,ETF,USA,USD,US92647N7747,55.79,2022-07-20
0,CSF,AU,Catalano Seafood Ltd,Common Stock,Australia,AUD,AU0000201915,0.185,2022-07-20
0,CSB,US,VictoryShares US Small Cap High Div Volatility Wtd ETF,ETF,USA,USD,US92647N8737,53.97,2022-07-20
0,CSB,JSE,Cashbil,Common Stock,South Africa,ZAC,ZAE000028320,26981.0,2022-07-20
0,CASI,US,CASI Pharmaceuticals Inc,Common Stock,USA,USD,US14757U2087,2.78,2022-07-20
0,6952,TSE,Casio Computer Co. Ltd.,Common Stock,Japan,JPY,JP3209000003,1279.0,2022-07-20
0,0031,HK,China Aerospace International Holdings Ltd,Common Stock,Hong Kong,HKD,HK0031044180,0.435,2022-07-20
0,CSSV,US,Caspian Services Inc,Common Stock,USA,USD,US14766Q1076,0.0011,2022-07-20
0,CASS,US,Cass Information Systems Inc,Common Stock,USA,USD,US14808P1093,35.56,2022-07-20
0,CASS,MI,Cattolica Assicurazioni,Common Stock,Italy,EUR,IT0000784154,6.735,2022-07-20
0,SAVA,US,Cassava Sciences Inc,Common Stock,USA,USD,US14817C1071,24.21,2022-07-20
0,CDX,AU,Cardiex Ltd,Common Stock,Australia,AUD,AU0000015729,0.4,2022-07-20
0,2777,TSE,Cassina Ixc. Ltd,Common Stock,Japan,JPY,JP3212300002,819.0,2022-07-20
0,2777,HK,Guangzhou R&F Properties Co Ltd,Common Stock,Hong Kong,HKD,CNE100000569,1.86,2022-07-20
0,ROX,V,Canstar Resources Inc,Common Stock,Canada,CAD,CA1380813024,0.105,2022-07-20
0,CAGU,US,The Castle Group Inc,Common Stock,USA,USD,US1484511076,0.1,2022-07-20
0,CDT,AU,Castle Minerals Ltd,Common Stock,Australia,AUD,AU000000CDT3,0.027,2022-07-20
0,CAP,PA,Capgemini SE,Common Stock,France,EUR,FR0000125338,167.05,2022-07-20
1,0HAZ,LSE,Capgemini SE,Common Stock,UK,EUR,FR0000125338,167.4,2022-07-20
2,CAPMF,US,Capgemini SE,Common Stock,USA,USD,FR0000125338,176.29,2022-07-20
0,CTRM,US,Castor Maritime Inc,Common Stock,USA,USD,MHY1146L1258,1.48,2022-07-20
0,CASTROLIND,NSE,Castrol India Limited,Common Stock,India,INR,INE172A01027,111.3,2022-07-20
1,CASTROLIND,BSE,CASTROL INDIA LTD.,Common Stock,India,INR,INE172A01027,111.25,2022-07-20
0,CTLT,US,Catalent Inc,Common Stock,USA,USD,US1488061029,104.21,2022-07-20
1,0C8,F,Catalent Inc,Common Stock,Germany,EUR,US1488061029,100.22,2022-07-20
0,CBIO,US,Catalyst Biosciences Inc,Common Stock,USA,USD,US14888D2080,1.78,2022-07-20
0,CPRX,US,Catalyst Pharmaceuticals Inc,Common Stock,USA,USD,US14888U1016,9.58,2022-07-20
0,CATG,PA,SA Catana Group,Common Stock,France,EUR,FR0010193052,7.12,2022-07-20
0,CTT,US,CatchMark Timber Trust Inc,Common Stock,USA,USD,US14912Y2028,10.66,2022-07-20
0,CTT,LS,CTT Correios de Portugal SA,Common Stock,Portugal,EUR,PTCTT0AM0001,3.205,2022-07-20
1,0QIM,LSE,CTT Correios de Portugal SA,Common Stock,UK,EUR,PTCTT0AM0001,3.1875,2022-07-20
0,CTT,AU,Cettire Ltd,Common Stock,Australia,AUD,AU0000122210,0.43,2022-07-20
0,CTT,ST,CTT Systems AB,Common Stock,Sweden,SEK,SE0000418923,198.0,2022-07-20
0,CTRG,PA,Catering Intl Sces,Common Stock,France,EUR,FR0000064446,8.92,2022-07-20
0,CAT,US,Caterpillar Inc,Common Stock,USA,USD,US1491231015,179.97,2022-07-20
1,CAT1,F,Caterpillar Inc,Common Stock,Germany,EUR,US1491231015,175.5,2022-07-20
2,CAT1,XETRA,Caterpillar Inc,Common Stock,Germany,EUR,US1491231015,176.5,2022-07-20
